,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,STATUS
T1592,0,7.073,0,99.69,0,8.256,115.983,604.961,0,602.237,0,8.153,610.818,6.553,0,99.973,0,8.062,115.801,604.697,0,598.092,0,8.056,605.573,22.688,22.375,23.813,24,23.625,23.813,0.966,37.451,1994.68,36.485,1947.88,1930,1995,-14.599,0.718,28.008,0.172,5.399,-32.967,-31.494,47.495,39.677,1935,38.055,5.054,141.554,30.5,8.68,8.44,47.51,39.445,1935,37.993,5.101,142.887,32.375,-31.897,-29.22,47.489,40.133,1962.5,38.076,4.99,139.758,34.563,8.76,8.48,47.503,39.944,1962.5,38.031,5.029,140.864,36.125,-32.226,-29.032,47.504,41.858,1990,38.678,4.801,134.457,37.563,8.48,8.24,47.508,41.551,1990,38.623,4.841,135.578,39,0.521,39.935,2156.8,39.413,2110,2110,2200,-13.767,0.703,28.008,0.172,5.399,-35.758,-36.77,47.509,41.217,2115,40.144,4.881,136.716,35.375,8.72,8.4,47.5,41.176,2115,40.114,4.876,136.572,36.875,-33.912,-33.508,47.486,41.103,2155,40.536,4.868,136.358,39.188,8.8,8.52,47.497,41.126,2155,40.467,4.878,136.631,40.813,-30.556,-30.868,47.503,42.385,2195,40.124,4.74,132.761,42.625,8.52,8.32,47.501,42.132,2195,40.04,4.767,133.509,43.625,0,28.008,0.166,5.399,PASS
T1593,0,1.009,0,100.01,0,8.263,109.44,598.949,0,603.419,0,8.098,611.864,1.301,0,100.18,0,8.025,109.908,599.901,0,603.577,0,8.004,610.66,22.688,23.375,22.125,22.438,23.75,23.625,1.038,39.447,1995,38.409,1930,1930,1995,-14.596,0.714,28.008,0.174,5.399,-38.227,-41.488,47.494,42.73,1935,39.083,4.692,131.411,28.875,8.32,8,47.497,42.604,1935,39.031,4.709,131.898,30.625,-39.607,-37.548,47.508,43.234,1962.5,39.262,4.652,130.307,32.563,8.36,8.04,47.507,43.323,1962.5,39.218,4.642,130.019,33.938,-36.549,-34.321,47.501,43.901,1990,39.798,4.575,128.132,35.625,8.16,7.88,47.488,44.01,1990,39.784,4.549,127.413,36.875,0.893,40.369,2199.1,39.477,2116.3,2110,2200,-17.287,0.699,28.008,0.175,5.399,-34.676,-35.344,47.497,42.459,2115,40.115,4.725,132.338,33.625,8.44,8.12,47.505,42.456,2115,40.064,4.734,132.594,35.188,-39.742,-39.32,47.506,43.156,2155,40.526,4.659,130.493,37.438,8.56,8.24,47.488,42.587,2155,40.408,4.702,131.684,38.688,-35.545,-37.885,47.5,43.524,2195,40.3,4.613,129.188,40.375,8.28,7.96,47.498,42.771,2195,40.199,4.692,131.427,41.5,0,28.008,0.169,5.399,PASS
T1594,0,8.48,0,100.319,0,8.272,118.48,594.06,0,602.954,0,8.147,611.421,8.262,0,99.505,0,8.092,117.078,600.287,0,602.529,0,8.05,609.724,22.313,21.688,21.813,22.313,23.188,23.25,0.617,37.664,1995,37.048,1949.82,1930,1995,-15.724,0.725,28.009,0.174,5.399,-32.493,-30.337,47.495,40.298,1935,38.705,4.976,139.377,29.688,8.6,8.36,47.505,39.978,1935,38.636,5.027,140.807,31.438,-31.274,-28.078,47.499,41.321,1962.5,38.738,4.857,136.051,33.813,8.56,8.36,47.512,40.96,1962.5,38.659,4.915,137.661,35.438,-30.443,-27.654,47.493,42.594,1990,39.023,4.706,131.809,36.875,8.28,8.04,47.499,42.209,1990,38.952,4.756,133.197,38.375,0.895,38.821,2195.5,37.926,2110,2110,2200,-16.882,0.71,28.008,0.174,5.399,-32.124,-30.142,47.51,40.201,2115,39.623,5.006,140.206,34.625,8.92,8.68,47.498,40.126,2115,39.581,5.001,140.062,36.188,-31.579,-29.133,47.489,41.155,2155,39.926,4.866,136.283,38.563,8.64,8.48,47.498,40.869,2155,39.836,4.91,137.535,39.938,-34.16,-31.294,47.505,42.764,2195,39.86,4.7,131.649,41.813,8.12,7.96,47.501,42.284,2195,39.756,4.749,133.018,42.75,0,28.008,0.168,5.399,PASS
T1595,0,0.726,0,100.426,0,8.247,109.579,599.111,0,603.039,0,8.056,611.548,1.232,0,100.118,0,8.08,109.798,597.429,0,602.823,0,8.034,611.241,22.313,22.5,23,22.75,23.5,23.625,1.432,39.491,1995,38.059,1930,1930,1995,-15.249,0.71,28.008,0.176,5.399,-38.337,-40.126,47.502,43.032,1935,38.627,4.668,130.737,30,8.36,8.04,47.499,43.002,1935,38.57,4.668,130.742,31.75,-40.507,-37.851,47.504,43.57,1962.5,38.926,4.612,129.19,33.813,8.4,8.12,47.497,43.363,1962.5,38.861,4.627,129.604,35.375,-37.77,-34.35,47.489,44.422,1990,39.807,4.508,126.272,37,8.08,7.84,47.501,44.564,1990,39.763,4.506,126.221,38.188,0.227,39.976,2160.4,39.749,2119.9,2110,2200,-16.397,0.698,28.008,0.176,5.399,-38.056,-37.604,47.486,42.043,2115,40.517,4.76,133.319,35.313,8.6,8.28,47.493,42.02,2115,40.462,4.77,133.615,36.625,-41.173,-37.893,47.494,42.365,2155,40.598,4.733,132.56,39,8.44,8.16,47.489,42.027,2155,40.492,4.765,133.454,40.25,-38.648,-39.548,47.486,43.453,2195,40.141,4.606,129.008,41.875,7.96,7.72,47.508,43.408,2195,40.072,4.633,129.774,42.938,0,28.008,0.17,5.399,PASS
T1596,0,0.935,1200,100.347,1603,7.713,109.256,597.977,750,601.876,2157,7.473,609.739,1.112,1200,100.611,1592,7.455,109.467,604.433,793,603.451,2113,7.461,611.125,23.438,23.5,23.563,23.625,24.563,24.875,1.379,39.227,1994.025,37.847,1930.975,1930,1995,-14.513,0.7,28.007,0.176,5.401,-37.754,-36.155,47.493,40.745,1935,38.526,4.92,137.791,29.438,8.32,8.08,47.491,40.546,1935,38.491,4.942,138.405,31.188,-36.266,-32.309,47.504,40.943,1962.5,39.191,4.909,137.486,32.813,8.2,8,47.502,40.535,1962.5,39.114,4.955,138.791,34.313,-35.266,-31.152,47.505,41.274,1990,39.637,4.87,136.406,36,7.96,7.76,47.487,41.333,1990,39.582,4.843,135.648,37.438,1.495,41.938,2191.45,40.443,2110.45,2110,2200,-16.59,0.697,28.007,0.176,5.401,-35.953,-38.894,47.488,38.762,2115,40.697,5.166,144.685,34.313,8.04,7.8,47.488,38.79,2115,40.646,5.162,144.586,35.875,-34.912,-38.922,47.503,40.076,2155,41.411,5.013,140.417,38.188,7.92,7.68,47.499,40.13,2155,41.309,5.002,140.091,39.625,-30.384,-33.382,47.486,40.035,2195,40.982,4.999,140.004,41.625,7.72,7.4,47.487,39.883,2195,40.902,5.019,140.583,42.813,0,28.007,0.17,5.401,PASS
T1597,0,6.505,0,99.356,0,8.016,115.12,604.876,0,602.894,0,7.977,611.168,5.331,0,100.49,0,8.056,114.88,601.163,0,604.104,0,8.034,612.412,35.188,34.688,35.688,36.25,35.938,38.188,0.851,37.231,1994.68,36.379,1947.88,1930,1995,-15.659,0.72,28.008,0.172,5.399,-34.96,-32.35,47.489,40.398,1935,37.671,4.958,138.858,33.688,8.48,8.24,47.503,40.576,1935,37.644,4.951,138.671,35.25,-33.026,-29.105,47.491,41.326,1962.5,37.91,4.848,135.78,37.25,8.52,8.28,47.503,41.55,1962.5,37.888,4.835,135.43,38.563,-31.438,-28.357,47.504,42.779,1990,38.365,4.697,131.564,40.063,8.24,8,47.506,42.81,1990,38.344,4.697,131.549,41.125,0.472,39.45,2175.25,38.978,2110,2110,2200,-14.723,0.712,28.008,0.172,5.399,-35.367,-32.662,47.494,39.964,2115,40.237,5.017,140.533,37.313,8.76,8.48,47.507,39.838,2115,40.191,5.047,141.373,38.688,-33.043,-30.186,47.5,40.197,2155,40.462,4.994,139.883,40.688,8.52,8.32,47.487,39.727,2155,40.349,5.039,141.13,42.063,-34.537,-31.827,47.485,41.98,2195,40.141,4.766,133.503,43.938,8.04,7.84,47.493,41.7,2195,40.074,4.807,134.648,44.938,0,28.008,0.172,5.399,PASS
T1598,0,6.865,0,99.843,0,8.223,115.957,596.567,0,601.772,0,8.105,609.444,13.462,0,100.326,0,8.035,123.67,595.582,0,601.427,0,8.005,609.689,40.75,39.938,39.813,40.875,40.938,41.438,0.923,37.811,1995,36.887,1930,1930,1995,-15.489,0.708,28.006,0.174,5.4,-38.592,-36.286,47.491,40.82,1935,37.869,4.909,137.48,33.563,8.44,8.2,47.501,40.967,1935,37.853,4.903,137.309,35.25,-38.942,-35.428,47.507,40.62,1962.5,38.229,4.951,138.672,37.625,8.4,8.16,47.499,40.454,1962.5,38.171,4.962,138.978,39.063,-37.779,-33.362,47.486,40.718,1990,38.634,4.915,137.654,40.813,8.28,8.08,47.491,41.186,1990,38.64,4.865,136.259,42,0.452,38.759,2196.85,38.308,2140.15,2110,2200,-16.906,0.704,28.006,0.174,5.401,-34.48,-35.905,47.5,40.864,2115,39.287,4.914,137.618,38.313,8.68,8.36,47.512,40.946,2115,39.263,4.918,137.731,39.813,-34.501,-34.768,47.5,41.303,2155,39.49,4.861,136.147,42,8.72,8.44,47.496,41.366,2155,39.435,4.849,135.803,43.313,-31.708,-32.628,47.507,42.803,2195,39.261,4.699,131.599,44.688,8.44,8.16,47.507,42.435,2195,39.21,4.739,132.732,45.688,0,28.006,0.169,5.401,PASS
T1599,0,4.537,0,99.961,0,8.272,113.633,599.007,0,602.663,0,8.186,611.08,4.2,0,100.228,0,8.044,113.052,604.402,0,599.67,0,8.028,608.593,25.25,24.5,24.625,24.5,26.75,26.625,1.254,37.722,1994.68,36.468,1930,1930,1995,-15.673,0.715,28.008,0.172,5.399,-34.595,-32.616,47.506,39.53,1935,37.781,5.086,142.453,31,8.72,8.44,47.505,39.301,1935,37.731,5.115,143.267,32.875,-32.738,-29.985,47.504,40.401,1962.5,38.208,4.974,139.313,34.813,8.76,8.52,47.511,40.312,1962.5,38.142,4.993,139.842,36.25,-32.921,-29.378,47.514,42.117,1990,38.831,4.782,133.934,38.5,8.48,8.28,47.506,41.766,1990,38.765,4.814,134.837,39.875,1.021,39.339,2194.6,38.318,2110,2110,2200,-17.13,0.705,28.008,0.173,5.399,-35.321,-33.576,47.508,39.845,2115,39.613,5.048,141.389,35.75,8.92,8.64,47.497,39.81,2115,39.565,5.04,141.173,37.313,-33.269,-30.813,47.491,39.543,2155,40.106,5.067,141.923,40.063,8.8,8.56,47.508,39.546,2155,40.038,5.086,142.455,41.563,-33.485,-31.354,47.514,40.643,2195,40.132,4.956,138.812,43.5,8.36,8.16,47.494,40.425,2195,40.052,4.959,138.91,44.688,0,28.008,0.167,5.399,PASS
T1600,0,0.255,1200,100.528,1687,8.323,109.082,604.949,715,602.077,2165,8.071,610.454,0.327,1200,99.455,1656,8.053,107.967,597.072,795,603.402,2212,8.068,611.695,24.563,22.5,23.188,23,24,24.313,1.979,39.643,1995,37.665,1930,1930,1995,-13.634,0.703,28.006,0.169,5.4,-35.043,-34.366,47.498,42.385,1935,38.717,4.735,132.621,29.25,8,7.72,47.5,42.518,1935,38.741,4.722,132.257,30.813,-34.91,-32.708,47.498,42.527,1962.5,39.71,4.719,132.168,32.5,7.92,7.68,47.489,42.239,1962.5,39.673,4.742,132.796,33.813,-30.911,-28.694,47.495,42.476,1990,40.301,4.721,132.231,35.438,7.64,7.44,47.498,42.163,1990,40.246,4.76,133.303,36.75,0.676,40.036,2158.6,39.36,2110,2110,2200,-15.956,0.691,28.006,0.169,5.4,-40.291,-36.965,47.497,39.423,2115,40.426,5.09,142.556,34.25,8.2,7.92,47.498,39.355,2115,40.386,5.099,142.815,35.563,-40.989,-38.025,47.511,40.218,2155,40.84,5.005,140.179,37.5,8.16,7.92,47.496,39.79,2155,40.732,5.042,141.208,38.938,-37.12,-39.524,47.507,40.778,2195,40.174,4.931,138.112,40.688,7.84,7.56,47.491,40.544,2195,40.115,4.942,138.405,41.688,0,28.005,0.163,5.4,PASS
T1601,0,5.796,0,100.457,0,8.299,115.19,599.433,0,602.143,0,8.129,610.536,8.277,0,99.897,0,8.031,117.273,598.077,0,603.079,0,8.019,611.399,24.563,24.5,23.313,23.625,24.938,25.188,1.009,39.01,1995,38,1949.18,1930,1995,-15.841,0.722,28.008,0.175,5.399,-37.997,-33.643,47.49,41.89,1935,39.08,4.782,133.934,29.625,8.4,8.16,47.503,42.046,1935,39.061,4.779,133.844,31.188,-34.226,-29.892,47.495,42.801,1962.5,39.21,4.685,131.223,33.563,8.28,8.08,47.503,42.741,1962.5,39.146,4.701,131.668,35,-30.968,-28.332,47.51,44.226,1990,39.836,4.55,127.436,36.438,7.84,7.68,47.502,43.724,1990,39.749,4.594,128.674,37.563,0.563,39.39,2191,38.828,2119.45,2110,2200,-16.229,0.715,28.008,0.175,5.399,-35.402,-35.409,47.512,40.867,2115,39.838,4.926,137.977,34.188,8.8,8.52,47.497,40.996,2115,39.824,4.894,137.09,35.563,-33.896,-32.726,47.486,41.836,2155,40.134,4.784,133.994,37.75,8.88,8.6,47.51,41.637,2155,40.074,4.833,135.376,39,-33.356,-33.159,47.485,42.46,2195,39.995,4.712,131.99,40.75,8.52,8.28,47.496,42.386,2195,39.933,4.732,132.54,41.938,0,28.008,0.169,5.399,PASS
T1602,0,8.168,0,99.146,0,8.238,116.516,596.371,0,603.635,0,8.065,612.123,9.007,0,99.535,0,8.089,117.908,594.197,0,603.253,0,8.101,611.655,21.813,21.938,22.25,21.875,23.875,23.438,1.354,39,1995,37.646,1930,1930,1995,-15.276,0.728,28.008,0.176,5.399,-39.116,-37.222,47.514,42.04,1935,38.61,4.791,134.194,29.938,8.4,8.12,47.503,41.943,1935,38.541,4.79,134.162,31.625,-39.204,-34.054,47.512,42.753,1962.5,38.905,4.71,131.904,34,8.44,8.2,47.505,42.603,1962.5,38.834,4.718,132.158,35.563,-37.672,-33.009,47.501,43.565,1990,39.568,4.61,129.115,37.375,8.2,7.96,47.49,43.454,1990,39.511,4.61,129.114,38.813,0.701,39.183,2192.8,38.482,2116.3,2110,2200,-16.06,0.717,28.008,0.176,5.399,-33.828,-32.079,47.491,40.576,2115,40.015,4.937,138.292,34.938,9.08,8.76,47.505,40.543,2115,39.973,4.958,138.856,36.625,-32.224,-30.13,47.5,41.479,2155,40.193,4.84,135.562,39.375,8.84,8.6,47.498,41.049,2155,40.113,4.889,136.933,40.938,-34.596,-32.976,47.498,42.338,2195,39.948,4.74,132.77,42.75,8.32,8.12,47.495,42.313,2195,39.884,4.74,132.753,44,0,28.008,0.17,5.399,PASS
T1603,0,0.757,0,100.529,0,8.18,109.689,602.577,0,601.668,0,8.044,610.08,0.942,0,100.328,0,8.031,109.479,601.495,0,602.474,0,8.044,610.967,22.188,22.375,22.75,23.438,23.25,23.438,0.697,39.16,1995,38.463,1930,1930,1995,-14.885,0.709,28.008,0.176,5.399,-38.205,-41.537,47.507,42.025,1935,38.924,4.785,134.016,29.625,8.44,8.12,47.5,42.206,1935,38.901,4.757,133.243,31.25,-39.044,-37.958,47.488,42.415,1962.5,39.031,4.72,132.201,33.688,8.56,8.28,47.503,42.419,1962.5,38.994,4.736,132.647,35.375,-39.302,-34.651,47.486,43.508,1990,39.659,4.6,128.845,37.063,8.36,8.08,47.5,43.147,1990,39.578,4.653,130.335,38.438,0.2,39.699,2192.8,39.498,2119.9,2110,2200,-16.771,0.698,28.008,0.176,5.399,-35.38,-36.203,47.513,41.566,2115,40.014,4.844,135.685,35.5,8.44,8.12,47.499,41.275,2115,39.921,4.863,136.216,37.438,-40.497,-41.183,47.501,41.284,2155,40.083,4.864,136.244,39.625,8.56,8.24,47.492,41.166,2155,39.994,4.868,136.35,41.25,-36.47,-38.426,47.491,41.851,2195,39.722,4.787,134.083,42.938,8.36,8.04,47.49,41.723,2195,39.648,4.801,134.478,43.938,0,28.008,0.17,5.4,PASS
T1604,0,4.538,0,100.621,0,8.286,114.299,599.857,0,601.227,0,8.087,609.695,4.061,0,99.994,0,8.017,112.917,598.179,0,602.166,0,8.02,610.534,25.75,27,25.875,26,27.313,27.063,1.274,37.238,1995,35.964,1930,1930,1995,-14.76,0.699,28.006,0.168,5.401,-33.18,-29.981,47.494,40.692,1935,37.517,4.928,138.005,31.125,8.6,8.36,47.512,40.301,1935,37.384,4.996,139.915,32.688,-32.6,-29.014,47.488,40.759,1962.5,38.034,4.912,137.579,34.438,8.48,8.28,47.489,39.78,1962.5,37.951,5.034,141.001,36.125,-30.942,-27.531,47.509,41.307,1990,38.411,4.871,136.43,37.688,8.2,8,47.498,41.45,1990,38.353,4.841,135.591,39.063,0.36,39.605,2166.25,39.244,2110,2110,2200,-15.188,0.689,28.006,0.168,5.401,-37.193,-34.152,47.507,39.354,2115,40.557,5.11,143.124,35.688,8.64,8.4,47.506,39.095,2115,40.468,5.143,144.032,37.188,-34.018,-30.929,47.489,39.196,2155,40.685,5.109,143.099,39.438,8.4,8.2,47.49,39.262,2155,40.586,5.102,142.898,41,-35.576,-32.981,47.504,41.401,2195,40.138,4.854,135.958,43.563,7.96,7.8,47.492,41.013,2195,40.03,4.887,136.871,44.625,0,28.006,0.161,5.401,PASS
T1605,0,0.44,1200,99.382,1632,8.282,108.253,598.364,717,598.496,2164,8.07,606.889,0.496,1200,100.402,1646,8.037,109.086,598.385,755,601.738,2151,8.046,610.149,23.125,22.75,22.875,22.875,24.188,23.438,2.027,40.67,1994.35,38.643,1930,1930,1995,-14.406,0.708,28.011,0.166,5.402,-36.977,-33.742,47.496,44.555,1935,39.693,4.502,126.111,29.25,8.36,8.08,47.499,44.17,1935,39.595,4.544,127.291,30.813,-35.088,-31.22,47.496,44.735,1962.5,40.47,4.483,125.583,32.188,8.12,7.88,47.505,44.383,1962.5,40.375,4.528,126.845,33.813,-32.112,-29.712,47.496,45.514,1990,41.139,4.406,123.434,35.125,7.84,7.6,47.497,45.438,1990,41.071,4.415,123.674,36.313,0.486,40.422,2146.9,39.936,2193.25,2110,2200,-16.967,0.701,28.011,0.166,5.402,-33.959,-37.088,47.485,41.24,2115,40.786,4.851,135.894,32.938,8.32,7.96,47.496,40.457,2115,40.727,4.958,138.877,34.313,-39.128,-43.189,47.495,40.691,2155,40.769,4.928,138.036,36.438,8.24,7.96,47.499,40.313,2155,40.628,4.978,139.453,38,-32.564,-34.906,47.508,40.182,2195,39.754,5.005,140.201,39.875,8.12,7.8,47.489,39.891,2195,39.638,5.019,140.606,41.063,0,28.011,0.16,5.402,PASS
T1606,0,8.226,0,99.703,0,8.126,117.349,605.664,0,602.3,0,8.138,610.654,9.904,0,99.799,0,8.068,119.35,597.63,0,600.464,0,8.022,608.368,38.438,36.75,40.313,40.625,39.313,43.125,0.562,37.51,1995,36.949,1963.8,1930,1995,-14.929,0.726,28.009,0.174,5.399,-37.821,-36.762,47.514,40.937,1935,38.056,4.921,137.82,35.438,8.48,8.2,47.504,40.722,1935,38.029,4.934,138.208,37.313,-37.401,-33.462,47.495,41.391,1962.5,37.98,4.845,135.715,39.438,8.52,8.28,47.514,41.397,1962.5,37.93,4.866,136.278,40.938,-36.846,-31.576,47.485,42.099,1990,38.413,4.753,133.121,42.438,8.28,8.08,47.497,42.257,1990,38.404,4.748,132.993,43.5,0.821,39.07,2195.5,38.249,2119.45,2110,2200,-16.402,0.715,28.008,0.175,5.399,-34.394,-33.178,47.5,43.412,2115,39.466,4.625,129.549,39.25,8.8,8.56,47.498,43.498,2115,39.464,4.614,129.235,40.5,-34.242,-32.374,47.487,44.238,2155,39.676,4.525,126.742,42.688,8.44,8.24,47.505,44.094,2155,39.613,4.559,127.69,43.813,-35.519,-36.173,47.495,44.554,2195,39.562,4.502,126.083,45.313,7.88,7.68,47.492,44.511,2195,39.517,4.502,126.092,46.188,0,28.008,0.174,5.399,PASS
T1607,0,4.553,0,100.645,0,8.238,114.188,600.895,0,603.387,0,8.038,611.772,4.93,0,100.416,0,8.002,114.348,605.738,0,602.985,0,8.005,610.942,27.25,26.125,26,25.438,26.875,27.25,1.046,37.686,1995,36.64,1930,1930,1995,-16.401,0.699,28.006,0.168,5.401,-35.273,-31.631,47.488,41.355,1935,37.869,4.842,135.606,31.063,8.44,8.24,47.503,41.174,1935,37.784,4.88,136.679,32.5,-35.668,-30.987,47.491,41.108,1962.5,38.153,4.874,136.507,34.563,8.4,8.16,47.508,41.761,1962.5,38.216,4.817,134.898,36,-34.198,-30.062,47.489,42.476,1990,38.611,4.716,132.069,37.688,8.12,7.92,47.501,42.149,1990,38.543,4.765,133.453,38.938,0.362,38.372,2200,38.01,2143.75,2110,2200,-17.575,0.699,28.006,0.167,5.401,-32.31,-29.844,47.507,38.773,2115,39.709,5.186,145.254,35.813,8.76,8.56,47.508,38.56,2115,39.642,5.217,146.118,37.188,-30.774,-28.365,47.503,38.737,2155,39.672,5.187,145.271,40.25,8.28,8.16,47.499,38.262,2155,39.548,5.246,146.936,41.75,-32.451,-30.136,47.493,40.793,2195,39.311,4.914,137.637,43.75,7.72,7.6,47.485,40.506,2195,39.221,4.94,138.361,44.75,0,28.006,0.162,5.401,PASS
T1608,0,7.599,0,99.991,0,8.278,116.774,595.519,0,602.544,0,8.101,610.791,6.179,0,99.681,0,8.004,114.892,602.939,0,603.851,0,8.089,612.086,49.063,48.688,47.813,47.438,49.063,49.063,0.72,37.683,1995,36.963,1963.8,1930,1995,-16.055,0.719,28.008,0.175,5.399,-37.238,-34.019,47.51,41.304,1935,38.033,4.871,136.444,37.563,8.52,8.24,47.495,41.002,1935,37.978,4.891,136.994,39,-35.926,-31.723,47.505,42.144,1962.5,38.077,4.769,133.585,40.563,8.44,8.2,47.494,41.84,1962.5,38.005,4.792,134.214,41.938,-34.432,-30.29,47.488,43.028,1990,38.638,4.653,130.316,43.313,8.08,7.88,47.507,43.104,1990,38.624,4.665,130.664,44.375,0.626,39.3,2195.5,38.674,2121.7,2110,2200,-17.463,0.715,28.008,0.175,5.399,-34.67,-35.578,47.51,42.593,2115,39.55,4.725,132.33,40.625,8.84,8.52,47.494,42.457,2115,39.5,4.722,132.253,42,-34.639,-34.65,47.495,43.547,2155,39.765,4.605,128.975,44.125,8.64,8.4,47.502,43.521,2155,39.728,4.615,129.257,45.25,-33.045,-33.852,47.504,44.579,2195,39.648,4.508,126.271,46.563,8.12,7.92,47.496,44.191,2195,39.587,4.539,127.124,47.438,0,28.008,0.169,5.399,PASS
T1609,0,7.283,0,99.724,0,8.378,116.561,604.088,0,602.574,0,8.11,611.074,6.586,0,99.933,0,8.065,115.688,598.14,0,603.2,0,8.047,608.985,24.75,23.25,23.625,23.938,24.438,24.438,0.811,37.717,1995,36.905,1930.97,1930,1995,-16.004,0.72,28.008,0.174,5.399,-36.839,-33.643,47.509,41.659,1935,38.213,4.83,135.271,31.375,8.52,8.28,47.491,41.226,1935,38.098,4.86,136.134,33.5,-33.364,-30.041,47.486,41.79,1962.5,38.283,4.789,134.134,35.375,8.6,8.36,47.504,41.52,1962.5,38.222,4.84,135.567,36.75,-32.308,-28.469,47.496,42.96,1990,38.841,4.669,130.775,39.188,8.28,8.08,47.499,42.835,1990,38.79,4.686,131.237,40.5,0.479,39.176,2195.5,38.697,2110,2110,2200,-16.099,0.707,28.008,0.174,5.399,-33.236,-30.367,47.49,40.413,2115,40.267,4.957,138.834,36.188,9,8.72,47.501,40.415,2115,40.233,4.968,139.16,37.938,-31.813,-28.962,47.502,40.98,2155,40.368,4.901,137.28,40.25,8.6,8.44,47.496,40.905,2155,40.284,4.904,137.345,41.625,-34.275,-31.068,47.513,42.722,2195,40.126,4.713,132.009,43.313,7.96,7.8,47.49,42.607,2195,40.057,4.701,131.672,44.5,0,28.008,0.169,5.399,PASS
T1610,0,0.902,1200,100.131,1605,8.286,109.638,598.333,723,601.178,2219,8.099,609.647,0.851,1200,99.377,1611,8.108,108.508,605.523,793,598.63,2204,8.069,607,22.938,23,22.313,22.813,24.188,24.375,1.378,39.346,1995,37.967,1930,1930,1995,-14.532,0.704,28.007,0.174,5.4,-40.146,-39.57,47.493,41.459,1935,38.594,4.835,135.422,29,8.36,8,47.502,41.381,1935,38.484,4.854,135.961,30.688,-40.029,-36.972,47.487,41.531,1962.5,39.136,4.82,134.993,32.688,8.44,8.12,47.496,41.607,1962.5,39.045,4.821,135.025,34.063,-36.271,-33.333,47.488,42.175,1990,39.732,4.747,132.958,36,8.24,7.92,47.499,41.809,1990,39.619,4.801,134.474,37.25,0.897,41.315,2186.5,40.418,2112.25,2110,2200,-15.986,0.691,28.007,0.174,5.4,-40.897,-39.993,47.506,40.731,2115,41.087,4.936,138.238,34.063,8.52,8.2,47.504,40.405,2115,40.96,4.974,139.299,35.625,-40.003,-39.239,47.492,40.969,2155,41.302,4.891,136.998,37.625,8.56,8.24,47.49,40.542,2155,41.158,4.94,138.369,39.188,-34.996,-35.824,47.494,41.804,2195,41.02,4.796,134.332,41.125,8.36,8.08,47.498,41.155,2195,40.847,4.877,136.583,42.375,0,28.007,0.168,5.4,PASS
T1611,0,6.182,0,99.675,0,8.29,115.047,602.662,0,602.395,0,8.135,610.773,13.729,0,100.359,0,8.101,124.2,599.868,0,603.565,0,8.074,611.375,23.063,21.813,21.688,23.188,23.563,23.438,0.727,37.449,1994.68,36.722,1963.8,1930,1995,-15.973,0.728,28.008,0.175,5.399,-36.796,-33.622,47.51,41.137,1935,38.202,4.892,137.007,29,8.68,8.4,47.493,40.937,1935,38.157,4.897,137.147,30.813,-34.616,-31.008,47.498,41.654,1962.5,38.198,4.818,134.938,32.875,8.72,8.44,47.5,41.832,1962.5,38.155,4.799,134.414,34.5,-33.909,-29.855,47.501,43.058,1990,38.74,4.664,130.637,36.063,8.4,8.2,47.514,43.137,1990,38.709,4.669,130.771,37.438,0.344,39.49,2194.15,39.146,2121.7,2110,2200,-16.925,0.72,28.008,0.175,5.399,-36.601,-35.574,47.5,40.644,2115,40.227,4.94,138.367,33.875,8.8,8.48,47.498,40.556,2115,40.181,4.948,138.594,35.563,-34.6,-32.688,47.502,41.267,2155,40.328,4.868,136.334,38.813,8.68,8.44,47.493,40.944,2155,40.223,4.895,137.116,40.313,-34.659,-33.207,47.493,42.275,2195,40.079,4.742,132.81,41.75,8.2,8,47.493,41.992,2195,39.988,4.773,133.689,43.063,0,28.009,0.169,5.399,PASS
